Treatments,mOD_min_mg_protein,Block
CT,57.206,1
CT,773.145,2
CT,88.674,3
CT,143.786,4
CT,303.032,5
CT,112.522,6
MU,486.385,1
MU,1682.15,2
MU,3229.947,3
MU,10390.401,4
MU,2182.668,5
MU,1097.379,6
PT,561.938,1
PT,1103.545,2
PT,328.489,3
PT,1081.969,4
PT,1107.636,5
PT,654.726,6
WT,749.365,1
WT,1561.576,2
WT,1640.161,3
WT,1596.819,4
WT,1972.36,5
WT,686.158,6
